[0.        +0.j 0.0005276 +0.j 0.00105517+0.j]
[-38.01680246+0.j -12.75016521+0.j]
         2499527 function calls (2476717 primitive calls) in 11.293 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      245    0.000    0.000    0.001    0.000 enum.py:986(__and__)
        1    0.000    0.000    0.000    0.000 enumerative.py:1(<module>)
        1    0.000    0.000    0.000    0.000 enumerative.py:370(MultisetPartitionTraverser)
        1    0.000    0.000    0.000    0.000 enumerative.py:92(PartComponent)
        1    0.000    0.000    0.000    0.000 epathtools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 epathtools.py:6(EPath)
        1    0.000    0.000    0.001    0.001 equality_constrained_sqp.py:1(<module>)
        1    0.000    0.000    0.006    0.006 error_functions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 error_functions.py:1068(Ei)
        1    0.000    0.000    0.000    0.000 error_functions.py:1246(expint)
        1    0.000    0.000    0.000    0.000 error_functions.py:1467(li)
        1    0.000    0.000    0.000    0.000 error_functions.py:1634(Li)
        1    0.000    0.000    0.000    0.000 error_functions.py:1730(TrigonometricIntegral)
        1    0.000    0.000    0.000    0.000 error_functions.py:1794(Si)
        1    0.000    0.000    0.000    0.000 error_functions.py:1915(Ci)
        1    0.000    0.000    0.000    0.000 error_functions.py:2047(Shi)
        1    0.000    0.000    0.000    0.000 error_functions.py:2155(Chi)
        1    0.000    0.000    0.000    0.000 error_functions.py:2272(FresnelIntegral)
        1    0.000    0.000    0.000    0.000 error_functions.py:2328(fresnels)
        1    0.000    0.000    0.000    0.000 error_functions.py:2484(fresnelc)
        1    0.000    0.000    0.000    0.000 error_functions.py:2645(_erfs)
        1    0.000    0.000    0.000    0.000 error_functions.py:268(erfc)
        1    0.000    0.000    0.000    0.000 error_functions.py:2694(_eis)
        1    0.000    0.000    0.000    0.000 error_functions.py:43(erf)
        1    0.000    0.000    0.000    0.000 error_functions.py:459(erfi)
        1    0.000    0.000    0.000    0.000 error_functions.py:651(erf2)
        1    0.000    0.000    0.000    0.000 error_functions.py:796(erfinv)
        1    0.000    0.000    0.000    0.000 error_functions.py:889(erfcinv)
        1    0.000    0.000    0.000    0.000 error_functions.py:971(erf2inv)
        1    0.000    0.000    0.000    0.000 eseries.py:1(<module>)
        1    0.000    0.000    0.000    0.000 eseries.py:10(eseries)
        1    0.000    0.000    0.000    0.000 essolve.py:1(<module>)
        2    0.000    0.000    0.000    0.000 essolve.py:19(_deprecate)
        2    0.000    0.000    0.000    0.000 essolve.py:20(decorated)
        1    0.000    0.000    0.001    0.001 euclidtools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 euler.py:1(<module>)
        1    0.000    0.000    0.000    0.000 evalf.py:1(<module>)
        1    0.000    0.000    0.000    0.000 evalf.py:1401(_create_evalf_table)
        1    0.000    0.000    0.000    0.000 evalf.py:1565(EvalfMixin)
        1    0.000    0.000    0.000    0.000 evalf.py:68(PrecisionExhausted)
        5    0.000    0.000    0.003    0.001 exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:11(ExceptionWordUnicode)
        1    0.000    0.000    0.000    0.000 exceptions.py:11(SymPyDeprecationWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:13(DMError)
        1    0.000    0.000    0.000    0.000 exceptions.py:18(DMBadInputError)
        1    0.000    0.000    0.000    0.000 exceptions.py:19(ParseBaseException)
        1    0.000    0.000    0.000    0.000 exceptions.py:220(ParseException)
        1    0.000    0.000    0.000    0.000 exceptions.py:23(DMDomainError)
       93    0.000    0.000    0.000    0.000 exceptions.py:24(__init__)
        1    0.000    0.000    0.000    0.000 exceptions.py:240(ParseFatalException)
        1    0.000    0.000    0.000    0.000 exceptions.py:247(ParseSyntaxException)
        1    0.000    0.000    0.000    0.000 exceptions.py:256(RecursiveGrammarException)
        1    0.000    0.000    0.000    0.000 exceptions.py:28(DMNotAField)
        1    0.000    0.000    0.000    0.000 exceptions.py:3(GeometryError)
        1    0.000    0.000    0.000    0.000 exceptions.py:33(DMFormatError)
        1    0.000    0.000    0.000    0.000 exceptions.py:38(DMNonInvertibleMatrixError)
        1    0.000    0.000    0.000    0.000 exceptions.py:38(StructureError)
        1    0.000    0.000    0.000    0.000 exceptions.py:4(ClosureFailure)
        1    0.000    0.000    0.000    0.000 exceptions.py:43(DMRankError)
        1    0.000    0.000    0.000    0.000 exceptions.py:46(MissingUnityError)
        1    0.000    0.000    0.000    0.000 exceptions.py:48(DMShapeError)
        1    0.000    0.000    0.000    0.000 exceptions.py:53(DMNonSquareMatrixError)
        1    0.000    0.000    0.000    0.000 expect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 experimental_lambdify.py:1(<module>)
        1    0.000    0.000    0.000    0.000 experimental_lambdify.py:149(lambdify)
        1    0.000    0.000    0.000    0.000 experimental_lambdify.py:204(Lambdifier)
        1    0.000    0.000    0.000    0.000 experimental_lambdify.py:81(vectorized_lambdify)
        1    0.000    0.000    0.000    0.000 expintegrals.py:1(<module>)
        1    0.000    0.000    0.005    0.005 exponential.py:1(<module>)
        1    0.000    0.000    0.000    0.000 exponential.py:1124(LambertW)
        1    0.000    0.000    0.000    0.000 exponential.py:138(exp_polar)
        1    0.000    0.000    0.000    0.000 exponential.py:211(ExpMeta)
        1    0.000    0.000    0.000    0.000 exponential.py:218(exp)
        1    0.000    0.000    0.000    0.000 exponential.py:36(ExpBase)
        1    0.000    0.000    0.000    0.000 exponential.py:605(log)
        1    0.000    0.000    0.037    0.037 expr.py:1(<module>)
        5    0.000    0.000    0.000    0.000 expr.py:149(_hashable_content)
        3    0.000    0.000    0.000    0.000 expr.py:184(__neg__)
        1    0.000    0.000    0.006    0.006 expr.py:225(_pow)
        1    0.000    0.000    0.006    0.006 expr.py:230(__pow__)
        1    0.000    0.000    0.000    0.000 expr.py:3929(AtomicExpr)
        1    0.000    0.000    0.000    0.000 expr.py:4016(UnevaluatedExpr)
        1    0.000    0.000    0.000    0.000 expr.py:4074(ExprBuilder)
        1    0.000    0.000    0.000    0.000 expr.py:42(Expr)
        1    0.000    0.000    0.000    0.000 expr.py:977(_eval_power)
        1    0.000    0.000    0.001    0.001 expr_with_intlimits.py:1(<module>)
        1    0.000    0.000    0.000    0.000 expr_with_intlimits.py:13(ExprWithIntLimits)
        1    0.000    0.000    0.000    0.000 expr_with_intlimits.py:5(ReorderError)
        1    0.000    0.000    0.000    0.000 expr_with_limits.py:1(<module>)
        1    0.000    0.000    0.000    0.000 expr_with_limits.py:199(ExprWithLimits)
        1    0.000    0.000    0.000    0.000 expr_with_limits.py:538(AddWithLimits)
        1    0.000    0.000    0.000    0.000 expressiondomain.py:1(<module>)
        1    0.000    0.000    0.000    0.000 expressiondomain.py:14(ExpressionDomain)
        1    0.000    0.000    0.000    0.000 expressiondomain.py:156(__init__)
        1    0.000    0.000    0.000    0.000 expressiondomain.py:20(Expression)
        2    0.000    0.000    0.000    0.000 expressiondomain.py:25(__init__)
        1    0.000    0.000    0.000    0.000 expressionrawdomain.py:1(<module>)
        1    0.000    0.000    0.000    0.000 expressionrawdomain.py:12(ExpressionRawDomain)
        1    0.000    0.000    0.000    0.000 expressionrawdomain.py:28(__init__)
        1    0.000    0.000    0.000    0.000 exprtools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 exprtools.py:295(Factors)
        1    0.000    0.000    0.000    0.000 exprtools.py:816(Term)
        1    0.000    0.000    0.001    0.001 extbuild.py:1(<module>)
        1    0.000    0.000    0.000    0.000 extensions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 extensions.py:11(ExtensionElement)
        1    0.000    0.000    0.000    0.000 extensions.py:216(MonogenicFiniteExtension)
        1    0.000    0.000    0.000    0.000 extract.py:1(<module>)
        1    0.000    0.000    0.000    0.000 extrapolation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 extrapolation.py:266(levin_class)
        1    0.000    0.000    0.000    0.000 extrapolation.py:728(cohen_alt_class)
        1    0.000    0.000    0.001    0.001 extras.py:1(<module>)
        1    0.000    0.000    0.000    0.000 extras.py:1519(MAxisConcatenator)
        1    0.000    0.000    0.000    0.000 extras.py:1549(mr_class)
        1    0.000    0.000    0.000    0.000 extras.py:1567(__init__)
        1    0.000    0.000    0.000    0.000 extras.py:214(_fromnxfunction)
       10    0.000    0.000    0.001    0.000 extras.py:234(__init__)
       10    0.000    0.000    0.001    0.000 extras.py:238(getdoc)
        1    0.000    0.000    0.000    0.000 extras.py:264(_fromnxfunction_single)
        1    0.000    0.000    0.000    0.000 extras.py:282(_fromnxfunction_seq)
        1    0.000    0.000    0.000    0.000 extras.py:295(_fromnxfunction_args)
        1    0.000    0.000    0.000    0.000 extras.py:320(_fromnxfunction_allargs)
        1    0.000    0.000    0.002    0.002 factor_.py:1(<module>)
        1    0.000    0.000    0.000    0.000 factor_.py:1905(totient)
        1    0.000    0.000    0.000    0.000 factor_.py:1984(reduced_totient)
        1    0.000    0.000    0.000    0.000 factor_.py:2046(divisor_sigma)
        1    0.000    0.000    0.000    0.000 factor_.py:2199(udivisor_sigma)
        1    0.000    0.000    0.000    0.000 factor_.py:2264(primenu)
        1    0.000    0.000    0.000    0.000 factor_.py:2308(primeomega)
        2    0.000    0.000    0.001    0.001 factorials.py:1(<module>)
        1    0.000    0.000    0.000    0.000 factorials.py:16(CombinatorialFunction)
        1    0.000    0.000    0.000    0.000 factorials.py:272(MultiFactorial)
        1    0.000    0.000    0.000    0.000 factorials.py:276(subfactorial)
        1    0.000    0.000    0.000    0.000 factorials.py:35(factorial)
        1    0.000    0.000    0.000    0.000 factorials.py:374(factorial2)
        1    0.000    0.000    0.000    0.000 factorials.py:494(RisingFactorial)
        1    0.000    0.000    0.000    0.000 factorials.py:655(FallingFactorial)
        1    0.000    0.000    0.000    0.000 factorials.py:819(binomial)
        1    0.000    0.000    0.000    0.000 factortools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 facts.py:1(<module>)
        1    0.000    0.000    0.000    0.000 facts.py:114(<listcomp>)
        1    0.004    0.004    0.030    0.030 facts.py:134(apply_beta_to_alpha_route)
    14249    0.007    0.000    0.022    0.000 facts.py:204(<genexpr>)
        1    0.000    0.000    0.000    0.000 facts.py:213(rules_2prereq)
        1    0.000    0.000    0.000    0.000 facts.py:251(TautologyDetected)
        1    0.000    0.000    0.000    0.000 facts.py:256(Prover)
        1    0.000    0.000    0.000    0.000 facts.py:285(__init__)
        3    0.000    0.000    0.000    0.000 facts.py:289(split_alpha_beta)
        1    0.000    0.000    0.000    0.000 facts.py:300(rules_alpha)
        2    0.000    0.000    0.000    0.000 facts.py:304(rules_beta)
   194/68    0.000    0.000    0.003    0.000 facts.py:308(process_rule)
   158/68    0.000    0.000    0.002    0.000 facts.py:325(_process_rule)
       22    0.000    0.000    0.000    0.000 facts.py:343(<listcomp>)
        1    0.000    0.000    0.000    0.000 facts.py:374(FactRules)
        1    0.000    0.000    0.045    0.045 facts.py:405(__init__)
       37    0.000    0.000    0.000    0.000 facts.py:433(<setcomp>)
        1    0.000    0.000    0.000    0.000 facts.py:445(<setcomp>)
       53    0.000    0.000    0.000    0.000 facts.py:451(<setcomp>)
        1    0.000    0.000    0.000    0.000 facts.py:465(InconsistentAssumptions)
        1    0.000    0.000    0.000    0.000 facts.py:471(FactKB)
      444    0.000    0.000    0.000    0.000 facts.py:479(__init__)
     1930    0.000    0.000    0.000    0.000 facts.py:482(_tell)
      121    0.001    0.000    0.003    0.000 facts.py:499(deduce_all_facts)
     2082    0.000    0.000    0.000    0.000 facts.py:533(<genexpr>)
       53    0.000    0.000    0.000    0.000 facts.py:54(_base_fact)
      741    0.000    0.000    0.000    0.000 facts.py:65(_as_pair)
        1    0.004    0.004    0.011    0.011 facts.py:74(transitive_closure)
        1    0.000    0.000    0.012    0.012 facts.py:94(deduce_alpha_implications)
        1    0.000    0.000    0.001    0.001 fancysets.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fancysets.py:1109(ComplexRegion)
        1    0.000    0.000    0.000    0.000 fancysets.py:138(Naturals0)
        1    0.000    0.000    0.000    0.000 fancysets.py:1384(CartesianComplexRegion)
        1    0.000    0.000    0.000    0.000 fancysets.py:1438(PolarComplexRegion)
        1    0.000    0.000    0.000    0.000 fancysets.py:1491(Complexes)
        1    0.000    0.000    0.000    0.000 fancysets.py:165(Integers)
        1    0.000    0.000    0.000    0.000 fancysets.py:23(Rationals)
        1    0.000    0.000    0.000    0.000 fancysets.py:238(Reals)
        1    0.000    0.000    0.000    0.000 fancysets.py:290(ImageSet)
        1    0.000    0.000    0.000    0.000 fancysets.py:518(Range)
        1    0.000    0.000    0.000    0.000 fancysets.py:72(Naturals)
        1    0.000    0.000    0.002    0.002 fastsparse.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fastsparse.py:25(fast_csr_matrix)
       22    0.000    0.000    0.000    0.000 fastsparse.py:30(__init__)
        5    0.000    0.000    0.000    0.000 fastsparse.py:329(_with_data)
        2    0.000    0.000    0.001    0.000 fastsparse.py:357(getH)
        9    0.000    0.000    0.000    0.000 fastsparse.py:37(<genexpr>)
        1    0.000    0.000    0.000    0.000 fastsparse.py:381(fast_identity)
       57    0.000    0.000    0.000    0.000 fastsparse.py:52(<genexpr>)
        2    0.000    0.000    0.001    0.001 fastsparse.py:57(_binopt)
        1    0.000    0.000    0.000    0.000 fglmtools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 field.py:1(<module>)
        1    0.000    0.000    0.000    0.000 field.py:8(Field)
        1    0.000    0.000    0.000    0.000 fields.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fields.py:104(FracField)
        1    0.000    0.000    0.000    0.000 fields.py:286(FracElement)
        1    0.000    0.000    0.171    0.171 figure.py:1(<module>)
        1    0.000    0.000    0.001    0.001 figure.py:158(FigureBase)
        1    0.000    0.000    0.000    0.000 figure.py:2064(SubFigure)
        1    0.000    0.000    0.000    0.000 figure.py:2280(Figure)
        1    0.000    0.000    0.000    0.000 figure.py:56(_AxesStack)
        1    0.000    0.000    0.000    0.000 figure.py:93(SubplotParams)
        1    0.000    0.000    0.000    0.000 fileio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 finite_diff.py:1(<module>)
        1    0.000    0.000    0.002    0.002 finitefield.py:1(<module>)
        1    0.000    0.000    0.000    0.000 finitefield.py:12(FiniteField)
        1    0.000    0.000    0.000    0.000 fitpack.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fitpack2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 flinalg.py:1(<module>)
        1    0.000    0.000    0.001    0.001 floquet.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fnmatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fnmatch.py:80(translate)
        1    0.000    0.000    0.005    0.005 font_manager.py:1(<module>)
      468    0.000    0.000    0.001    0.000 font_manager.py:1011(_json_decode)
        1    0.000    0.000    0.003    0.003 font_manager.py:1053(json_load)
        1    0.000    0.000    0.000    0.000 font_manager.py:1065(FontManager)
        1    0.000    0.000    0.003    0.003 font_manager.py:1619(_load_fontmanager)
        1    0.000    0.000    0.000    0.000 font_manager.py:614(FontProperties)
        1    0.000    0.000    0.000    0.000 font_manager.py:993(_JSONEncoder)
        1    0.000    0.000    0.002    0.002 formal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 formal.py:1498(FiniteFormalPowerSeries)
        1    0.000    0.000    0.000    0.000 formal.py:1549(FormalPowerSeriesProduct)
        1    0.000    0.000    0.000    0.000 formal.py:1619(FormalPowerSeriesCompose)
        1    0.000    0.000    0.000    0.000 formal.py:1696(FormalPowerSeriesInverse)
        1    0.000    0.000    0.000    0.000 formal.py:964(Coeff)
        1    0.000    0.000    0.000    0.000 formal.py:974(FormalPowerSeries)
        1    0.000    0.000    0.000    0.000 format.py:1(<module>)
        1    0.000    0.000    0.001    0.001 fourier.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fourier.py:124(FourierSeries)
        1    0.000    0.000    0.000    0.000 fourier.py:472(FiniteFourierSeries)
        1    0.000    0.000    0.000    0.000 fractionfield.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fractionfield.py:9(FractionField)
        1    0.000    0.000    0.001    0.001 fractions.py:1(<module>)
        7    0.000    0.000    0.000    0.000 fractions.py:276(_operator_fallbacks)
        1    0.000    0.000    0.000    0.000 fractions.py:38(Fraction)
        1    0.000    0.000    0.003    0.003 fromnumeric.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:2183(_sum_dispatcher)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:2188(sum)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:2519(_cumsum_dispatcher)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:2523(cumsum)
        2    0.000    0.000    0.000    0.000 fromnumeric.py:2698(_amax_dispatcher)
        2    0.000    0.000    0.000    0.000 fromnumeric.py:2703(amax)
        2    0.000    0.000    0.000    0.000 fromnumeric.py:2824(_amin_dispatcher)
        2    0.000    0.000    0.000    0.000 fromnumeric.py:2829(amin)
       30    0.000    0.000    0.000    0.000 fromnumeric.py:2950(_prod_dispatcher)
       30    0.000    0.000    0.000    0.000 fromnumeric.py:2955(prod)
       42    0.000    0.000    0.000    0.000 fromnumeric.py:3148(_ndim_dispatcher)
       42    0.000    0.000    0.000    0.000 fromnumeric.py:3152(ndim)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:51(_wrapfunc)
       35    0.000    0.000    0.001    0.000 fromnumeric.py:69(_wrapreduction)
       35    0.000    0.000    0.000    0.000 fromnumeric.py:70(<dictcomp>)
        1    0.000    0.000    0.000    0.000 fu.py:1(<module>)
        1    0.000    0.000    0.000    0.000 funcmatrix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 funcmatrix.py:9(FunctionMatrix)
        1    0.000    0.000    0.007    0.007 function.py:1(<module>)
        1    0.000    0.000    0.000    0.000 function.py:101(PoleError)
        1    0.000    0.000    0.000    0.000 function.py:1022(Derivative)
        1    0.000    0.000    0.000    0.000 function.py:105(ArgumentIndexError)
        1    0.000    0.000    0.000    0.000 function.py:111(BadSignatureError)
        1    0.000    0.000    0.000    0.000 function.py:116(BadArgumentsError)
      221    0.001    0.000    0.009    0.000 function.py:122(arity)
      221    0.000    0.000    0.000    0.000 function.py:145(<listcomp>)
      156    0.000    0.000    0.000    0.000 function.py:147(<listcomp>)
      252    0.000    0.000    0.000    0.000 function.py:150(<lambda>)
        1    0.000    0.000    0.000    0.000 function.py:153(FunctionClass)
      221    0.001    0.000    0.030    0.000 function.py:162(__init__)
        1    0.000    0.000    0.000    0.000 function.py:1917(Lambda)
        1    0.000    0.000    0.000    0.000 function.py:2077(Subs)
        1    0.000    0.000    0.000    0.000 function.py:281(Application)
        1    0.000    0.000    0.000    0.000 function.py:383(Function)
        1    0.000    0.000    0.000    0.000 function.py:823(AppliedUndef)
        1    0.000    0.000    0.000    0.000 function.py:862(UndefSageHelper)
        1    0.000    0.000    0.000    0.000 function.py:876(UndefinedFunction)
        1    0.000    0.000    0.000    0.000 function.py:943(WildFunction)
        2    0.000    0.000    0.001    0.001 function_base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 function_base.py:1316(_diff_dispatcher)
        1    0.000    0.000    0.000    0.000 function_base.py:1320(diff)
       32    0.000    0.000    0.000    0.000 function_base.py:18(_linspace_dispatcher)
        1    0.000    0.000    0.000    0.000 function_base.py:2117(vectorize)
        6    0.000    0.000    0.000    0.000 function_base.py:2269(__init__)
       32    0.001    0.000    0.001    0.000 function_base.py:23(linspace)
      411    0.000    0.000    0.000    0.000 function_base.py:346(iterable)
      325    0.000    0.000    0.000    0.000 function_base.py:451(_needs_add_docstring)
      325    0.000    0.000    0.001    0.000 function_base.py:469(_add_docstring)
      325    0.000    0.000    0.004    0.000 function_base.py:483(add_newdoc)
        1    0.000    0.000    0.000    0.000 function_docs.py:1(<module>)
        2    0.000    0.000    0.002    0.001 functions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 functions.py:11(TensorProduct)
        1    0.000    0.000    0.000    0.000 functions.py:138(NoShapeError)
        3    0.000    0.000    0.001    0.000 functions.py:18(__init__)
        1    0.000    0.000    0.000    0.000 functions.py:3(SpecialFunctions)
       84    0.000    0.000    0.000    0.000 functions.py:81(defun_wrapped)
      124    0.000    0.000    0.000    0.000 functions.py:85(defun)
        1    0.000    0.000    0.000    0.000 functions.py:89(defun_static)
     1747    0.004    0.000    0.007    0.000 functools.py:35(update_wrapper)
      129    0.000    0.000    0.000    0.000 functools.py:479(lru_cache)
      129    0.000    0.000    0.001    0.000 functools.py:518(decorating_function)
     1580    0.001    0.000    0.001    0.000 functools.py:65(wraps)
        1    0.000    0.000    0.000    0.000 functools.py:800(singledispatch)
        2    0.000    0.000    0.000    0.000 functools.py:841(_is_valid_dispatch_type)
        2    0.000    0.000    0.000    0.000 functools.py:844(register)
        1    0.000    0.000    0.000    0.000 functools.py:853(<lambda>)
        4    0.000    0.000    0.000    0.000 functools.py:946(__init__)
        4    0.000    0.000    0.000    0.000 functools.py:952(__set_name__)
      8/4    0.000    0.000    0.001    0.000 functools.py:961(__get__)
        1    0.000    0.000    0.000    0.000 galoistools.py:1(<module>)
        1    0.000    0.000    0.003    0.003 gamma_functions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gamma_functions.py:1053(digamma)
        1    0.000    0.000    0.000    0.000 gamma_functions.py:1147(trigamma)
        1    0.000    0.000    0.000    0.000 gamma_functions.py:1248(multigamma)
        1    0.000    0.000    0.000    0.000 gamma_functions.py:222(lowergamma)
        1    0.000    0.000    0.000    0.000 gamma_functions.py:34(gamma)
        1    0.000    0.000    0.000    0.000 gamma_functions.py:398(uppergamma)
        1    0.000    0.000    0.000    0.000 gamma_functions.py:564(polygamma)
        1    0.000    0.000    0.000    0.000 gamma_functions.py:858(loggamma)
        1    0.000    0.000    0.000    0.000 gammasimp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gammasimp.py:467(_rf)
        1    0.000    0.000    0.001    0.001 gammazeta.py:1(<module>)
        1    0.000    0.000    0.001    0.001 gammazeta.py:1371(<listcomp>)
        1    0.000    0.000    0.000    0.000 gammazeta.py:395(bernoulli_size)
        1    0.000    0.000    0.000    0.000 gates.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gaussiandomains.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gaussiandomains.py:14(GaussianElement)
        1    0.000    0.000    0.000    0.000 gaussiandomains.py:169(GaussianInteger)
        1    0.000    0.000    0.000    0.000 gaussiandomains.py:209(GaussianRational)
        6    0.000    0.000    0.000    0.000 gaussiandomains.py:21(__new__)
        1    0.000    0.000    0.000    0.000 gaussiandomains.py:244(GaussianDomain)
       10    0.000    0.000    0.000    0.000 gaussiandomains.py:25(new)
        1    0.000    0.000    0.000    0.000 gaussiandomains.py:326(GaussianIntegerRing)
        1    0.000    0.000    0.000    0.000 gaussiandomains.py:438(__init__)
        1    0.000    0.000    0.000    0.000 gaussiandomains.py:480(GaussianRationalField)
        4    0.000    0.000    0.000    0.000 gaussiandomains.py:54(__neg__)
        1    0.000    0.000    0.000    0.000 gaussiandomains.py:609(__init__)
        1    0.000    0.000    0.001    0.001 generate.py:1(<module>)
        3    0.000    0.000    0.000    0.000 generate.py:23(_aset)
        1    0.000    0.000    0.000    0.000 generate.py:38(Sieve)
        1    0.000    0.000    0.000    0.000 generate.py:419(primepi)
        1    0.000    0.000    0.000    0.000 generate.py:56(__init__)
        4    0.000    0.000    0.000    0.000 generate.py:61(<genexpr>)
       65    0.000    0.000    0.000    0.000 genericpath.py:16(exists)
        2    0.000    0.000    0.000    0.000 genericpath.py:27(isfile)
        3    0.000    0.000    0.000    0.000 genericpath.py:39(isdir)
        1    0.000    0.000    0.014    0.014 geo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 geo.py:15(GeoAxes)
        1    0.000    0.000    0.000    0.000 geo.py:18(ThetaFormatter)
        1    0.000    0.000    0.000    0.000 geo.py:226(_GeoTransform)
        1    0.000    0.000    0.000    0.000 geo.py:249(AitoffAxes)
        1    0.000    0.000    0.000    0.000 geo.py:252(AitoffTransform)
        1    0.000    0.000    0.000    0.000 geo.py:274(InvertedAitoffTransform)
        1    0.000    0.000    0.000    0.000 geo.py:295(HammerAxes)
        1    0.000    0.000    0.000    0.000 geo.py:298(HammerTransform)
        1    0.000    0.000    0.000    0.000 geo.py:316(InvertedHammerTransform)
        1    0.000    0.000    0.000    0.000 geo.py:340(MollweideAxes)
        1    0.000    0.000    0.000    0.000 geo.py:343(MollweideTransform)
        1    0.000    0.000    0.000    0.000 geo.py:384(InvertedMollweideTransform)
        1    0.000    0.000    0.000    0.000 geo.py:410(LambertAxes)
        1    0.000    0.000    0.000    0.000 geo.py:413(LambertTransform)
        1    0.000    0.000    0.000    0.000 geo.py:452(InvertedLambertTransform)
        1    0.000    0.000    0.000    0.000 getlimits.py:1(<module>)
       46    0.000    0.000    0.000    0.000 getlimits.py:101(_float_conv)
       38    0.000    0.000    0.001    0.000 getlimits.py:111(_float_to_str)
        8    0.000    0.000    0.000    0.000 getlimits.py:153(_register_type)
        1    0.001    0.001    0.004    0.004 getlimits.py:158(_register_known_types)
       38    0.000    0.000    0.000    0.000 getlimits.py:16(_fr0)
       40    0.000    0.000    0.000    0.000 getlimits.py:24(_fr1)
        2    0.000    0.000    0.000    0.000 getlimits.py:305(_get_machar)
        1    0.000    0.000    0.000    0.000 getlimits.py:32(MachArLike)
        6    0.002    0.000    0.003    0.001 getlimits.py:34(__init__)
        1    0.000    0.000    0.000    0.000 getlimits.py:364(finfo)
       14    0.000    0.000    0.000    0.000 getlimits.py:476(__new__)
        2    0.000    0.000    0.000    0.000 getlimits.py:509(_init)
        1    0.000    0.000    0.000    0.000 getlimits.py:613(iinfo)
        4    0.000    0.000    0.000    0.000 getlimits.py:62(smallest_subnormal)
       52    0.000    0.000    0.000    0.000 getlimits.py:668(__init__)
       21    0.000    0.000    0.000    0.000 getlimits.py:679(min)
       28    0.000    0.000    0.000    0.000 getlimits.py:692(max)
        2    0.000    0.000    0.000    0.000 getlimits.py:86(_str_smallest_subnormal)
       40    0.000    0.000    0.000    0.000 getlimits.py:91(_float_to_float)
        1    0.000    0.000    0.000    0.000 glob.py:1(<module>)
        1    0.000    0.000    0.000    0.000 glsl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 glsl.py:29(GLSLPrinter)
        1    0.000    0.000    0.002    0.002 gmpy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gmpyfinitefield.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gmpyfinitefield.py:9(GMPYFiniteField)
        1    0.000    0.000    0.000    0.000 gmpyintegerring.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gmpyintegerring.py:13(GMPYIntegerRing)
        1    0.000    0.000    0.000    0.000 gmpyrationalfield.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gmpyrationalfield.py:12(GMPYRationalField)
        1    0.000    0.000    0.000    0.000 gosper.py:1(<module>)
        2    0.000    0.000    0.002    0.001 graph.py:1(<module>)
        1    0.000    0.000    0.000    0.000 grids.py:1(<module>)
        1    0.000    0.000    0.000    0.000 grids.py:4(Grid)
        1    0.000    0.000    0.000    0.000 grids.py:8(UniformGrid)
        1    0.000    0.000    0.001    0.001 gridspec.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gridspec.py:27(GridSpecBase)
        1    0.000    0.000    0.000    0.000 gridspec.py:328(GridSpec)
        1    0.000    0.000    0.000    0.000 gridspec.py:488(GridSpecFromSubplotSpec)
        1    0.000    0.000    0.000    0.000 gridspec.py:543(SubplotSpec)
        1    0.000    0.000    0.000    0.000 groebnertools.py:1(<module>)
