[0.        +0.j 0.0005276 +0.j 0.00105517+0.j]
[-38.01680246+0.j -12.75016521+0.j]
         2499527 function calls (2476717 primitive calls) in 11.293 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 groundtypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 groundtypes.py:36(_GMPYInteger)
        2    0.000    0.000    0.000    0.000 groundtypes.py:37(__init__)
        1    0.000    0.000    0.000    0.000 groundtypes.py:40(_GMPYRational)
        2    0.000    0.000    0.000    0.000 groundtypes.py:41(__init__)
        1    0.000    0.000    0.000    0.000 gruntz.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gruntz.py:153(SubsSet)
        1    0.000    0.000    0.000    0.000 gtk.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gzip.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gzip.py:117(BadGzipFile)
        1    0.000    0.000    0.000    0.000 gzip.py:121(GzipFile)
        1    0.000    0.000    0.000    0.000 gzip.py:402(_GzipReader)
        1    0.000    0.000    0.000    0.000 gzip.py:75(_PaddedFile)
        1    0.000    0.000    0.000    0.000 hadamard.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hadamard.py:322(HadamardPower)
        1    0.000    0.000    0.000    0.000 hadamard.py:44(HadamardProduct)
        1    0.000    0.000    0.001    0.001 hashlib.py:1(<module>)
       14    0.000    0.000    0.001    0.000 hashlib.py:126(__get_openssl_constructor)
        2    0.000    0.000    0.001    0.001 hashlib.py:82(__get_builtin_constructor)
        1    0.000    0.000    0.000    0.000 hatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hatch.py:124(Circles)
        1    0.000    0.000    0.000    0.000 hatch.py:132(SmallCircles)
        1    0.000    0.000    0.000    0.000 hatch.py:14(HorizontalHatch)
        1    0.000    0.000    0.000    0.000 hatch.py:140(LargeCircles)
        1    0.000    0.000    0.000    0.000 hatch.py:148(SmallFilledCircles)
        1    0.000    0.000    0.000    0.000 hatch.py:157(Stars)
        1    0.000    0.000    0.000    0.000 hatch.py:31(VerticalHatch)
        1    0.000    0.000    0.000    0.000 hatch.py:48(NorthEastHatch)
        1    0.000    0.000    0.000    0.000 hatch.py:67(SouthEastHatch)
        1    0.000    0.000    0.000    0.000 hatch.py:87(Shapes)
        1    0.000    0.000    0.000    0.000 hatch.py:9(HatchPatternBase)
        1    0.000    0.000    0.001    0.001 heapq.py:1(<module>)
        3    0.000    0.000    0.000    0.000 helper.py:1(<module>)
        1    0.000    0.000    0.005    0.005 helpers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 helpers.py:1061(<listcomp>)
        1    0.000    0.000    0.000    0.000 helpers.py:14(delimited_list)
        1    0.000    0.000    0.001    0.001 helpers.py:590(_makeTags)
        1    0.000    0.000    0.001    0.001 helpers.py:648(make_html_tags)
        1    0.000    0.000    0.001    0.001 helpers.py:692(<dictcomp>)
        1    0.000    0.000    0.000    0.000 helpers.py:703(OpAssoc)
        1    0.000    0.000    0.000    0.000 hermite.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hermite.py:1658(Hermite)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1650(HermiteE)
        1    0.000    0.000    0.000    0.000 heuristicgcd.py:1(<module>)
        1    0.000    0.000    0.000    0.000 histograms.py:1(<module>)
        1    0.000    0.000    0.005    0.005 hmac.py:1(<module>)
      257    0.000    0.000    0.000    0.000 hmac.py:19(<genexpr>)
      257    0.000    0.000    0.000    0.000 hmac.py:20(<genexpr>)
        1    0.000    0.000    0.000    0.000 hmac.py:27(HMAC)
        1    0.000    0.000    0.001    0.001 homomorphisms.py:1(<module>)
        1    0.000    0.000    0.000    0.000 homomorphisms.py:18(ModuleHomomorphism)
        1    0.000    0.000    0.000    0.000 homomorphisms.py:444(MatrixHomomorphism)
        1    0.000    0.000    0.000    0.000 homomorphisms.py:537(FreeModuleHomomorphism)
        1    0.000    0.000    0.000    0.000 homomorphisms.py:574(SubModuleHomomorphism)
        1    0.000    0.000    0.002    0.002 hyper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hyper.py:1028(HyperRep_log2)
        1    0.000    0.000    0.000    0.000 hyper.py:1053(HyperRep_cosasin)
        1    0.000    0.000    0.000    0.000 hyper.py:1075(HyperRep_sinasin)
        1    0.000    0.000    0.000    0.000 hyper.py:1095(appellf1)
        1    0.000    0.000    0.000    0.000 hyper.py:24(TupleArg)
        1    0.000    0.000    0.000    0.000 hyper.py:358(meijerg)
        1    0.000    0.000    0.000    0.000 hyper.py:56(TupleParametersBase)
        1    0.000    0.000    0.000    0.000 hyper.py:75(hyper)
        1    0.000    0.000    0.000    0.000 hyper.py:762(HyperRep)
        1    0.000    0.000    0.000    0.000 hyper.py:832(HyperRep_power1)
        1    0.000    0.000    0.000    0.000 hyper.py:856(HyperRep_power2)
        1    0.000    0.000    0.000    0.000 hyper.py:884(HyperRep_log1)
        1    0.000    0.000    0.000    0.000 hyper.py:903(HyperRep_atanh)
        1    0.000    0.000    0.000    0.000 hyper.py:925(HyperRep_asin1)
        1    0.000    0.000    0.000    0.000 hyper.py:944(HyperRep_asin2)
        1    0.000    0.000    0.000    0.000 hyper.py:968(HyperRep_sqrts1)
        1    0.000    0.000    0.000    0.000 hyper.py:997(HyperRep_sqrts2)
        1    0.000    0.000    0.002    0.002 hyperbolic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hyperbolic.py:1063(sech)
        1    0.000    0.000    0.000    0.000 hyperbolic.py:1122(InverseHyperbolicFunction)
        1    0.000    0.000    0.000    0.000 hyperbolic.py:1128(asinh)
        1    0.000    0.000    0.000    0.000 hyperbolic.py:1253(acosh)
        1    0.000    0.000    0.000    0.000 hyperbolic.py:1420(atanh)
        1    0.000    0.000    0.000    0.000 hyperbolic.py:1533(acoth)
        1    0.000    0.000    0.000    0.000 hyperbolic.py:1628(asech)
        1    0.000    0.000    0.000    0.000 hyperbolic.py:1778(acsch)
        1    0.000    0.000    0.000    0.000 hyperbolic.py:28(HyperbolicFunction)
        1    0.000    0.000    0.000    0.000 hyperbolic.py:287(cosh)
        1    0.000    0.000    0.000    0.000 hyperbolic.py:533(tanh)
        1    0.000    0.000    0.000    0.000 hyperbolic.py:746(coth)
        1    0.000    0.000    0.000    0.000 hyperbolic.py:75(sinh)
        1    0.000    0.000    0.000    0.000 hyperbolic.py:918(ReciprocalHyperbolicFunction)
        1    0.000    0.000    0.000    0.000 hyperbolic.py:992(csch)
        1    0.000    0.000    0.001    0.001 hyperexpand.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hyperexpand.py:1002(MultOperator)
        1    0.000    0.000    0.000    0.000 hyperexpand.py:1009(ShiftA)
        1    0.000    0.000    0.000    0.000 hyperexpand.py:1022(ShiftB)
        1    0.000    0.000    0.000    0.000 hyperexpand.py:1035(UnShiftA)
        1    0.000    0.000    0.000    0.000 hyperexpand.py:1076(UnShiftB)
        1    0.000    0.000    0.000    0.000 hyperexpand.py:1118(MeijerShiftA)
        1    0.000    0.000    0.000    0.000 hyperexpand.py:1129(MeijerShiftB)
        1    0.000    0.000    0.000    0.000 hyperexpand.py:1140(MeijerShiftC)
        1    0.000    0.000    0.000    0.000 hyperexpand.py:1151(MeijerShiftD)
        1    0.000    0.000    0.000    0.000 hyperexpand.py:1162(MeijerUnShiftA)
        1    0.000    0.000    0.000    0.000 hyperexpand.py:1200(MeijerUnShiftB)
        1    0.000    0.000    0.000    0.000 hyperexpand.py:1247(MeijerUnShiftC)
        1    0.000    0.000    0.000    0.000 hyperexpand.py:1298(MeijerUnShiftD)
        1    0.000    0.000    0.000    0.000 hyperexpand.py:1347(ReduceOrder)
        1    0.000    0.000    0.000    0.000 hyperexpand.py:476(Hyper_Function)
        1    0.000    0.000    0.000    0.000 hyperexpand.py:608(G_Function)
        1    0.000    0.000    0.000    0.000 hyperexpand.py:674(Formula)
        1    0.000    0.000    0.000    0.000 hyperexpand.py:809(FormulaCollection)
        1    0.000    0.000    0.000    0.000 hyperexpand.py:885(MeijerFormula)
        1    0.000    0.000    0.000    0.000 hyperexpand.py:926(MeijerFormulaCollection)
        1    0.000    0.000    0.000    0.000 hyperexpand.py:949(Operator)
        2    0.000    0.000    0.000    0.000 hypergeometric.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ideals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ideals.py:282(ModuleImplementedIdeal)
        1    0.000    0.000    0.000    0.000 ideals.py:7(Ideal)
        1    0.000    0.000    0.000    0.000 identification.py:1(<module>)
        1    0.000    0.000    0.000    0.000 identification.py:13(IdentificationMethods)
        1    0.000    0.000    0.011    0.011 image.py:1(<module>)
        1    0.000    0.000    0.000    0.000 image.py:1024(NonUniformImage)
        1    0.000    0.000    0.000    0.000 image.py:1182(PcolorImage)
        1    0.000    0.000    0.000    0.000 image.py:1335(FigureImage)
        1    0.000    0.000    0.000    0.000 image.py:1398(BboxImage)
        1    0.000    0.000    0.000    0.000 image.py:230(_ImageBase)
        1    0.000    0.000    0.000    0.000 image.py:857(AxesImage)
        1    0.000    0.000    0.017    0.017 immutable.py:1(<module>)
        1    0.000    0.000    0.000    0.000 immutable.py:138(ImmutableSparseMatrix)
        1    0.000    0.000    0.000    0.000 immutable.py:30(ImmutableRepMatrix)
        1    0.000    0.000    0.000    0.000 immutable.py:80(ImmutableDenseMatrix)
        1    0.000    0.000    0.000    0.000 importtools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 importtools.py:14(__sympy_debug)
        1    0.000    0.000    0.000    0.000 importtools.py:48(import_module)
        1    0.000    0.000    0.000    0.000 index_methods.py:1(<module>)
        1    0.000    0.000    0.000    0.000 index_methods.py:22(IndexConformanceException)
        1    0.000    0.000    0.008    0.008 index_tricks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 index_tricks.py:110(nd_grid)
        2    0.000    0.000    0.000    0.000 index_tricks.py:145(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:212(MGridClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:257(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:264(OGridClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:306(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:313(AxisConcatenator)
        3    0.000    0.000    0.000    0.000 index_tricks.py:323(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:436(RClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:531(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:538(CClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:563(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:570(ndenumerate)
        1    0.000    0.000    0.000    0.000 index_tricks.py:619(ndindex)
        1    0.000    0.000    0.000    0.000 index_tricks.py:718(IndexExpression)
        2    0.000    0.000    0.000    0.000 index_tricks.py:762(__init__)
        1    0.000    0.000    0.055    0.055 indexed.py:1(<module>)
        1    0.000    0.000    0.000    0.000 indexed.py:120(IndexException)
        1    0.000    0.000    0.000    0.000 indexed.py:124(Indexed)
        1    0.000    0.000    0.000    0.000 indexed.py:365(IndexedBase)
        1    0.000    0.000    0.000    0.000 indexed.py:584(Idx)
        1    0.000    0.000    0.000    0.000 inequalities.py:1(<module>)
        1    0.000    0.000    0.000    0.000 inference.py:1(<module>)
        1    0.000    0.000    0.000    0.000 inference.py:241(KB)
        1    0.000    0.000    0.000    0.000 inference.py:262(PropKB)
       10    0.000    0.000    0.000    0.000 inspect.py:1252(getfullargspec)
       25    0.000    0.000    0.000    0.000 inspect.py:1357(formatannotation)
        9    0.000    0.000    0.000    0.000 inspect.py:1359(repl)
        3    0.000    0.000    0.000    0.000 inspect.py:1675(currentframe)
      198    0.000    0.000    0.000    0.000 inspect.py:1875(_signature_get_user_defined_method)
      758    0.000    0.000    0.000    0.000 inspect.py:191(isclass)
      288    0.001    0.000    0.002    0.000 inspect.py:1967(_signature_bound_method)
      363    0.000    0.000    0.000    0.000 inspect.py:199(ismethod)
       66    0.000    0.000    0.000    0.000 inspect.py:1993(_signature_is_builtin)
       66    0.000    0.000    0.000    0.000 inspect.py:2005(_signature_is_functionlike)
       66    0.000    0.000    0.000    0.000 inspect.py:209(ismethoddescriptor)
      951    0.006    0.000    0.018    0.000 inspect.py:2279(_signature_from_function)
 1265/977    0.005    0.000    0.027    0.000 inspect.py:2374(_signature_from_callable)
       67    0.000    0.000    0.000    0.000 inspect.py:2409(<lambda>)
     7345    0.007    0.000    0.012    0.000 inspect.py:2633(__init__)
     9841    0.001    0.000    0.001    0.000 inspect.py:2683(name)
     2163    0.000    0.000    0.000    0.000 inspect.py:2687(default)
      106    0.000    0.000    0.000    0.000 inspect.py:2691(annotation)
     8870    0.001    0.000    0.001    0.000 inspect.py:2695(kind)
      246    0.000    0.000    0.001    0.000 inspect.py:2699(replace)
      255    0.000    0.000    0.001    0.000 inspect.py:2717(__str__)
       17    0.000    0.000    0.000    0.000 inspect.py:2742(__hash__)
     2497    0.001    0.000    0.001    0.000 inspect.py:277(isfunction)
     1447    0.006    0.000    0.008    0.000 inspect.py:2916(__init__)
     4346    0.001    0.000    0.001    0.000 inspect.py:2965(<genexpr>)
      967    0.001    0.000    0.028    0.000 inspect.py:2994(from_callable)
     1765    0.000    0.000    0.000    0.000 inspect.py:3002(parameters)
       86    0.000    0.000    0.000    0.000 inspect.py:3006(return_annotation)
      394    0.000    0.000    0.002    0.000 inspect.py:3010(replace)
        4    0.000    0.000    0.000    0.000 inspect.py:3025(_hash_basis)
       20    0.000    0.000    0.000    0.000 inspect.py:3026(<genexpr>)
        4    0.000    0.000    0.000    0.000 inspect.py:3029(<dictcomp>)
        4    0.000    0.000    0.000    0.000 inspect.py:3034(__hash__)
       66    0.000    0.000    0.001    0.000 inspect.py:3202(__str__)
      967    0.001    0.000    0.028    0.000 inspect.py:3248(signature)
       66    0.000    0.000    0.000    0.000 inspect.py:404(isbuiltin)
        6    0.000    0.000    0.000    0.000 inspect.py:444(getmembers)
      111    0.000    0.000    0.000    0.000 inspect.py:485(<lambda>)
       64    0.000    0.000    0.000    0.000 inspect.py:606(getmro)
     1033    0.001    0.000    0.002    0.000 inspect.py:612(unwrap)
     1088    0.000    0.000    0.000    0.000 inspect.py:632(_is_wrapper)
